# id seg1 seg2 log10Jsquare_ave log10Jsquare_std J_Sti
433 25 661 -5.83136e+00 1.62157e+00 8.374194515e-07
434 25 674 -4.47313e+00 5.72346e-01 1.939140580e-08
435 25 679 -8.63803e+00 1.68095e-01 5.990062899e-18
436 25 708 -6.08940e+00 4.73020e-01 3.999181603e-09
437 25 778 -9.95556e+00 1.12464e+00 1.502371163e-15
438 25 816 -7.59207e+00 1.14071e+00 1.660403406e-10
439 25 850 -3.97731e+00 1.81455e-01 3.146810023e-07
440 25 851 -4.91633e+00 5.04216e-01 8.865394739e-09
441 25 854 -4.45922e+00 1.69782e+00 2.145777310e-06
442 26 55 -5.87624e+00 1.01072e+00 5.119338516e-15
443 26 151 -8.25386e+00 7.82423e-01 7.393952379e-12
444 26 157 -6.97512e+00 1.14171e+00 4.527907957e-12
445 26 196 -4.07704e+00 3.28894e-01 5.649507346e-05
446 26 342 -8.51404e+00 4.63822e-01 4.481315869e-18
447 26 348 -6.21025e+00 1.21655e+00 1.121353763e-04
448 26 446 -3.52200e+00 1.97858e-01 1.941254068e-08
449 26 496 -8.97645e+00 8.11499e-01 5.309951068e-15
450 26 544 -6.57745e+00 3.74487e-01 7.348062601e-16
451 26 572 -9.81677e+00 5.88347e-01 1.746641897e-13
452 26 590 -8.24357e+00 6.56256e-01 4.475826415e-12
453 26 691 -6.14928e+00 7.79587e-01 2.685885949e-07
454 26 701 -4.58069e+00 3.94314e-01 3.119854160e-06
455 26 853 -7.46512e+00 7.75852e-01 6.853924326e-17
456 26 883 -8.25216e+00 1.05758e+00 3.592275896e-16
457 26 903 -4.81293e+00 3.11454e-01 5.897787294e-11
458 26 933 -7.71618e+00 2.23213e+00 2.197562822e-06
459 26 945 -5.63341e+00 4.89913e-01 1.089086498e-08
460 26 987 -3.44836e+00 3.72583e-01 2.756467826e-08
461 27 80 -4.65928e+00 8.68176e-01 1.232193703e-06
462 27 197 -7.63239e+00 3.69421e-01 1.476338468e-13
463 27 224 -5.43729e+00 1.59054e-01 0.000000000e+00
464 27 228 -1.01991e+01 4.23716e-01 1.368968648e-18
465 27 240 -8.83256e+00 6.28863e-01 8.335846889e-16
466 27 249 -7.10736e+00 2.77975e-01 1.367322144e-12
467 27 257 -4.18531e+00 4.93205e-01 3.198330359e-07
468 27 483 -4.25452e+00 1.71273e-01 5.392255864e-08
469 27 583 -6.86141e+00 1.71320e+00 0.000000000e+00
470 27 681 -7.45233e+00 1.09351e+00 1.101031770e-12
471 27 710 -4.40308e+00 5.84671e-01 7.528788429e-07
472 27 779 -8.41175e+00 5.30386e-01 0.000000000e+00
473 27 909 -6.87748e+00 1.92226e-01 0.000000000e+00
474 27 999 -7.54055e+00 4.14993e-01 0.000000000e+00
475 28 94 -7.22865e+00 3.84094e-01 2.326575124e-13
476 28 103 -7.38714e+00 1.44796e+00 1.738097956e-10
477 28 133 -6.61287e+00 3.32698e-01 5.852221340e-12
478 28 136 -3.90072e+00 2.79710e-01 3.093162876e-08
479 28 163 -5.59994e+00 9.62213e-01 1.988876138e-09
480 28 291 -7.86706e+00 7.60737e-01 1.475563097e-17
481 28 299 -7.81922e+00 3.27616e-01 1.997490264e-16
482 28 302 -6.48734e+00 5.05937e-01 2.804683368e-10
483 28 428 -6.87876e+00 5.97453e-01 7.666623980e-17
484 28 497 -4.16563e+00 6.62785e-01 2.951720727e-08
485 28 515 -4.72934e+00 3.77137e-01 3.887333605e-13
486 28 542 -8.75751e+00 5.88360e-01 6.106552587e-17
487 28 620 -9.27560e+00 3.18571e-01 9.346100106e-19
488 28 663 -8.17116e+00 6.90416e-01 3.657193240e-16
489 28 704 -4.47414e+00 6.77448e-01 1.807712747e-06
490 28 721 -4.10269e+00 1.03971e-01 7.637375590e-10
491 28 772 -4.95770e+00 4.42660e-01 1.925318183e-09
492 28 813 -6.81670e+00 7.65286e-01 3.443205599e-09
493 29 34 -5.48759e+00 4.49343e-01 8.976852885e-10
494 29 44 -4.83796e+00 7.23378e-01 4.986143591e-10
495 29 195 -6.00517e+00 4.99789e-01 4.372115812e-10
496 29 221 -1.02921e+01 5.26761e-01 9.914405933e-19
497 29 399 -5.34915e+00 8.70139e-01 6.352953745e-11
498 29 467 -6.26263e+00 7.01515e-01 1.968805667e-11
499 29 477 -3.71278e+00 1.43409e-01 1.905384736e-10
500 29 482 -8.24292e+00 9.08465e-01 2.606091215e-14
501 29 493 -7.92556e+00 1.24997e+00 8.196982438e-13
502 29 503 -5.10479e+00 6.26475e-01 2.109159214e-11
503 29 676 -4.30916e+00 2.83721e-01 7.166332225e-10
504 29 696 -5.68962e+00 4.47267e-01 1.309232039e-14
505 29 754 -6.06555e+00 3.60293e-01 1.426339353e-11
506 29 786 -5.62089e+00 2.02878e-01 3.601099939e-14
507 29 801 -4.82557e+00 2.66347e-01 2.392471053e-12
508 29 821 -8.11947e+00 7.61983e-01 3.214757262e-16
509 29 916 -4.15425e+00 6.19581e-01 3.692301302e-10
510 29 930 -1.13169e+01 4.37245e-01 1.608613344e-19
511 29 990 -7.92245e+00 8.39032e-01 1.442578566e-12
512 30 47 -4.62439e+00 1.57363e-01 2.797373068e-08
513 30 134 -4.40783e+00 2.85850e-01 1.218168857e-07
514 30 246 -8.66236e+00 6.66890e-01 2.738608810e-13
515 30 254 -8.97743e+00 5.81972e-01 2.591366099e-12
516 30 308 -6.09510e+00 5.80524e-01 5.591472614e-10
517 30 503 -8.80945e+00 1.87982e+00 5.608696155e-08
518 30 526 -5.11664e+00 2.99407e-01 4.214325695e-09
519 30 569 -4.87205e+00 3.84950e-01 3.061258715e-10
520 30 600 -9.33345e+00 1.83861e+00 4.643530399e-14
521 30 682 -5.01848e+00 1.78057e-01 6.646845763e-09
522 30 763 -4.47219e+00 4.11248e-01 3.065152712e-06
523 30 768 -3.20426e+00 5.28020e-01 9.904038064e-08
524 30 899 -3.39900e+00 4.11146e-01 2.526629488e-07
525 30 949 -3.85694e+00 3.42895e-01 1.018050279e-08
526 30 980 -8.58236e+00 9.62284e-01 6.615363666e-15
527 31 36 -8.26631e+00 8.63680e-01 3.598747750e-13
528 31 38 -4.61780e+00 1.12235e-01 1.075963618e-07
529 31 52 -4.61808e+00 1.49229e-01 1.903133898e-09
530 31 60 -5.60526e+00 8.04752e-01 5.834218532e-16
531 31 66 -1.02694e+01 7.64616e-01 0.000000000e+00
532 31 248 -7.27838e+00 3.96266e-01 4.737812534e-14
533 31 284 -6.49810e+00 2.73336e-01 7.395095700e-08
534 31 377 -6.64090e+00 5.84372e-01 3.982359725e-08
535 31 552 -5.94354e+00 1.40677e+00 6.620129396e-07
536 31 586 -7.97120e+00 2.17834e-01 9.417571056e-11
537 31 592 -7.10081e+00 2.40976e-01 1.496199657e-14
538 31 614 -3.74007e+00 2.03616e-01 2.951190494e-09
539 31 741 -1.02828e+01 1.31002e+00 2.377824837e-17
540 31 751 -4.05185e+00 3.69900e-01 1.538387058e-07
541 31 791 -4.91416e+00 3.04704e-01 2.419200599e-13
542 31 927 -7.88469e+00 6.86351e-01 5.542636777e-13
543 32 183 -4.44179e+00 8.75559e-01 7.325266524e-06
544 32 233 -7.83882e+00 7.84793e-01 3.115025889e-14
545 32 242 -5.41252e+00 3.30952e-01 3.349574697e-11
546 32 397 -7.50847e+00 3.09503e-01 1.183400919e-13
547 32 409 -8.09277e+00 8.48412e-01 9.237849328e-15
548 32 460 -3.78488e+00 2.39927e-01 2.202527117e-06
549 32 602 -9.33608e+00 1.26789e+00 1.429013698e-18
550 32 649 -5.48561e+00 4.41320e-01 1.693985533e-13
551 32 680 -6.62598e+00 4.95996e-01 6.040065875e-14
552 32 825 -8.61060e+00 3.68393e-01 3.336121295e-15
553 32 838 -8.15008e+00 8.55911e-01 6.413367385e-17
554 32 866 -5.73774e+00 1.23514e+00 1.598387010e-08
555 32 896 -4.32433e+00 3.25848e-01 4.351905037e-06
556 32 913 -4.60039e+00 3.24674e-01 3.296366091e-11
557 32 926 -4.54677e+00 6.16863e-01 1.924148775e-08
558 32 934 -5.72867e+00 9.56285e-01 3.838858877e-10
559 32 952 -1.02854e+01 5.92445e-01 8.804369813e-18
560 33 47 -5.47874e+00 9.86742e-01 2.657084562e-08
561 33 55 -8.29850e+00 5.63613e-01 6.462119571e-15
562 33 64 -9.11076e+00 5.38347e-01 9.004335528e-17
563 33 155 -4.36050e+00 5.20922e-01 2.201865256e-05
564 33 172 -5.83412e+00 1.42175e-01 1.736179346e-11
565 33 244 -4.91280e+00 3.14232e-01 3.949899302e-07
566 33 260 -7.59492e+00 3.54787e-01 2.478714966e-12
567 33 306 -5.18282e+00 8.70388e-01 1.392789827e-08
568 33 336 -7.03696e+00 1.08189e+00 1.813191220e-11
569 33 369 -8.69301e+00 9.01827e-01 1.158450210e-14
570 33 462 -6.17683e+00 7.12804e-01 7.764203798e-08
571 33 538 -6.00210e+00 1.76727e+00 2.621795725e-10
572 33 572 -8.67092e+00 9.31734e-01 8.609530985e-11
573 33 648 -6.05841e+00 6.67941e-01 1.725561499e-08
574 33 682 -7.48442e+00 7.17107e-01 1.300674861e-13
575 33 685 -4.86542e+00 2.35727e-01 1.615352289e-10
576 33 725 -9.04644e+00 2.58534e-01 6.001505180e-17
577 33 818 -4.67633e+00 1.73502e-01 1.019885472e-09
578 33 942 -4.78839e+00 3.19721e-01 2.612376667e-06
579 33 955 -8.00464e+00 8.93593e-01 2.294942411e-13
580 34 195 -4.26951e+00 2.42837e-01 4.247277739e-08
581 34 262 -5.73446e+00 8.54770e-01 4.932614636e-10
582 34 339 -5.50900e+00 2.29623e-01 2.012426674e-09
583 34 380 -6.29922e+00 3.02504e-01 2.759523447e-11
584 34 434 -7.75476e+00 4.74504e-01 8.912636271e-18
585 34 453 -4.69576e+00 2.25304e-01 2.213447955e-08
586 34 463 -9.77362e+00 6.52247e-01 4.116720548e-17
587 34 467 -7.50718e+00 2.92254e-01 2.347754450e-16
588 34 503 -6.17062e+00 1.19576e+00 5.893481514e-07
589 34 676 -5.37898e+00 4.54011e-01 7.517327548e-09
590 34 725 -4.23999e+00 4.78948e-01 4.471828596e-08
591 34 754 -6.67011e+00 9.75568e-01 2.254406683e-13
592 34 768 -1.11357e+01 7.44789e-01 1.526893975e-18
593 34 786 -6.85079e+00 7.38608e-01 2.926063070e-13
594 34 801 -7.42983e+00 5.12180e-01 2.450020398e-11
595 34 974 -7.25731e+00 7.15851e-01 2.160418451e-17
596 34 990 -2.92528e+00 1.62565e-01 2.217730601e-09
597 35 129 -6.06073e+00 5.59351e-01 5.969454129e-14
598 35 275 -4.65418e+00 1.69943e-01 1.657990814e-08
599 35 289 -5.51313e+00 8.37944e-01 2.327871820e-10
600 35 334 -3.61315e+00 3.85103e-01 1.107717902e-08
601 35 424 -4.75325e+00 2.91683e-01 1.635477797e-08
602 35 536 -5.31755e+00 5.09630e-01 1.606223829e-12
603 35 548 -7.13151e+00 9.27162e-01 3.709580920e-12
604 35 650 -6.12189e+00 7.06929e-01 2.694979278e-11
605 35 678 -7.01220e+00 4.90155e-01 2.868080419e-14
606 35 684 -5.41328e+00 8.33421e-01 8.015166718e-09
607 35 688 -7.91888e+00 1.13358e+00 2.072073778e-12
608 35 773 -6.40958e+00 6.06300e-01 4.905330085e-13
609 35 805 -6.47186e+00 1.05179e+00 1.809162615e-12
610 35 823 -7.22695e+00 2.19800e+00 1.805131608e-09
611 35 865 -4.69621e+00 9.49473e-01 4.364246762e-08
612 35 871 -6.14270e+00 7.95642e-01 1.017617468e-10
613 35 907 -1.13778e+01 2.35932e-01 1.736948351e-18
614 35 951 -8.88018e+00 4.44623e-01 1.570056329e-15
615 35 957 -5.35312e+00 1.06773e+00 1.025011803e-08
616 36 38 -6.61288e+00 4.15319e-01 3.645995969e-14
617 36 47 -8.48334e+00 2.96667e-01 2.579086000e-16
618 36 60 -8.52490e+00 3.28417e-01 1.027348684e-16
619 36 76 -5.90941e+00 1.26679e-01 6.882283824e-15
620 36 281 -9.02293e+00 7.51440e-01 5.394434129e-16
621 36 369 -7.64982e+00 1.07710e+00 3.958464186e-12
622 36 425 -6.51074e+00 1.57070e-01 5.319215134e-17
623 36 459 -4.80715e+00 9.74968e-02 1.544784886e-10
624 36 498 -7.30394e+00 2.52288e-01 5.807458162e-15
625 36 573 -5.10786e+00 5.94656e-01 1.444907970e-11
626 36 592 -4.06463e+00 1.74081e-01 2.411286553e-10
627 36 600 -5.52747e+00 1.66722e-01 4.188232998e-12
628 36 751 -3.18849e+00 1.61769e-01 1.285521525e-10
629 36 818 -9.37653e+00 3.78825e-01 2.716592077e-18
630 36 826 -7.96295e+00 2.40180e-01 7.766245475e-16
631 36 877 -6.61860e+00 1.32974e-01 1.231253077e-17
632 36 942 -4.79259e+00 1.72747e-01 1.833967778e-10
633 36 949 -5.15856e+00 1.56658e-01 4.921263274e-13
634 37 204 -5.32612e+00 3.54257e-01 7.156202504e-09
635 37 236 -9.84225e+00 9.89347e-01 3.909595989e-16
636 37 250 -3.96395e+00 2.33652e-01 6.909596526e-07
637 37 310 -5.20589e+00 1.08155e+00 7.782052273e-10
638 37 376 -5.27170e+00 3.35610e-01 2.885942499e-10
639 37 481 -5.32516e+00 2.30220e-01 9.819467091e-10
640 37 522 -6.96163e+00 2.97836e-01 4.314953186e-14
641 37 612 -7.01483e+00 6.72557e-01 1.285711120e-14
642 37 683 -7.35494e+00 4.79148e-01 3.499651120e-09
643 37 693 -3.71405e+00 9.79630e-02 1.196971340e-07
644 37 706 -7.53538e+00 1.17803e+00 3.327747870e-11
645 37 783 -7.58971e+00 4.16193e-01 3.062141547e-12
646 37 873 -9.54591e+00 1.58584e-01 3.724692271e-17
647 37 879 -3.16574e+00 2.20831e-01 1.084258905e-09
648 37 897 -4.12061e+00 3.73030e-01 1.456728774e-07
649 37 900 -5.83717e+00 2.18903e-01 1.460209738e-12
650 37 972 -8.62960e+00 4.28376e-01 6.405295841e-14
651 38 60 -4.39740e+00 5.78055e-01 1.305976931e-05
652 38 63 -7.94024e+00 7.73422e-01 4.680635795e-14
653 38 342 -5.32072e+00 2.10526e-01 1.717586078e-15
654 38 369 -7.35919e+00 1.04248e-01 3.265305175e-11
655 38 438 -4.94733e+00 2.67802e-01 2.517641143e-07
656 38 459 -6.70172e+00 1.31294e+00 2.382577180e-06
657 38 464 -1.20517e+01 1.01217e+00 8.244224647e-19
658 38 473 -8.39018e+00 5.04749e-01 2.344180317e-12
659 38 552 -4.75940e+00 3.72824e-01 3.504364746e-09
660 38 691 -4.24907e+00 4.79021e-01 1.948291700e-05
661 38 751 -4.98680e+00 2.91935e-01 7.521585080e-12
662 38 877 -8.43637e+00 4.66821e-01 4.428184784e-18
663 39 91 -4.78448e+00 1.35311e-01 1.843657230e-10
664 39 106 -3.81329e+00 1.39210e-01 1.137912283e-09
665 39 213 -9.11791e+00 1.01985e+00 5.854464266e-14
666 39 216 -3.77402e+00 1.06412e-01 2.101017151e-10
667 39 233 -5.91741e+00 7.29360e-02 8.755530188e-14
668 39 300 -7.67495e+00 4.76850e-01 7.600040186e-14
669 39 340 -4.66940e+00 4.05531e-01 7.832511841e-09
670 39 366 -5.25229e+00 3.32365e-01 1.856633289e-10
671 39 413 -6.71036e+00 5.66076e-01 6.409839827e-13
672 39 451 -4.04629e+00 4.32810e-01 2.003028826e-11
673 39 566 -5.35382e+00 5.65680e-01 4.627940433e-09
674 39 584 -3.62191e+00 1.19731e-01 1.293015057e-08
675 39 627 -6.86425e+00 4.87064e-01 6.822659286e-14
676 39 829 -7.10779e+00 2.05121e-01 7.090665619e-16
677 39 837 -6.53205e+00 2.57766e-01 2.801073551e-11
678 39 838 -8.74480e+00 4.66361e-01 4.866973346e-18
679 39 847 -9.79685e+00 5.76000e-01 3.175797136e-18
680 39 981 -6.27293e+00 3.29527e-01 1.323518705e-12
681 39 993 -6.14568e+00 5.43192e-01 6.814536217e-11
682 40 46 -4.11127e+00 2.06335e-01 3.223187607e-08
683 40 56 -7.21512e+00 2.60226e-01 0.000000000e+00
684 40 130 -6.35351e+00 2.84396e-01 0.000000000e+00
685 40 131 -5.46449e+00 1.51215e-01 3.754247919e-10
686 40 142 -7.01687e+00 2.15754e-01 1.195148609e-14
687 40 199 -7.75515e+00 1.23368e-01 1.469263701e-13
688 40 391 -3.60248e+00 8.45155e-02 5.874173971e-10
689 40 523 -1.04083e+01 1.57358e-01 0.000000000e+00
690 40 530 -3.18776e+00 1.65574e-01 7.662317358e-09
691 40 621 -6.24871e+00 3.23717e-01 8.895267691e-17
692 40 643 -9.24658e+00 5.27799e-01 2.380556023e-18
693 40 690 -5.54242e+00 8.79427e-02 2.751847649e-12
694 40 745 -4.02701e+00 1.97011e-01 2.839559209e-10
695 40 859 -7.80313e+00 9.00489e-01 2.804340341e-15
696 40 928 -5.62789e+00 3.50884e-01 2.012481966e-09
697 40 950 -3.97871e+00 2.64913e-01 5.272684925e-08
698 40 976 -5.36827e+00 7.82638e-02 3.308710502e-13
699 41 76 -1.11091e+01 8.80547e-01 5.853766557e-18
700 41 201 -7.55891e+00 9.31171e-01 0.000000000e+00
701 41 235 -4.70524e+00 3.29286e-01 0.000000000e+00
702 41 246 -3.95556e+00 7.69010e-01 5.534938835e-09
703 41 308 -6.20629e+00 6.37994e-01 5.687257624e-12
704 41 352 -5.46493e+00 8.75552e-01 1.444343886e-12
705 41 425 -5.13477e+00 2.31304e-01 5.479078485e-11
706 41 435 -3.55493e+00 1.04982e-01 0.000000000e+00
707 41 495 -9.71923e+00 5.14459e-01 0.000000000e+00
708 41 591 -5.57162e+00 2.46757e-01 2.463549825e-09
709 41 707 -7.58581e+00 1.29775e+00 1.828256510e-10
710 41 836 -5.55901e+00 8.00205e-01 4.033460203e-10
711 41 860 -7.44262e+00 8.26386e-01 6.423236256e-14
712 41 894 -5.79177e+00 6.99126e-01 0.000000000e+00
713 41 930 -5.09894e+00 4.34336e-01 3.179164868e-11
714 41 952 -5.27114e+00 2.34596e-01 0.000000000e+00
715 42 88 -8.18948e+00 7.66089e-01 2.967576123e-16
716 42 107 -6.22022e+00 9.38361e-01 4.368053427e-11
717 42 113 -2.60790e+00 8.98464e-02 1.624339351e-08
718 42 137 -4.80343e+00 1.49944e-01 5.688995794e-12
719 42 215 -7.97999e+00 3.18394e-01 8.428670586e-18
720 42 317 -4.28572e+00 2.87451e-01 1.754751951e-07
721 42 381 -7.32427e+00 1.92942e-01 3.175880661e-17
722 42 385 -6.63814e+00 1.20458e-01 2.108587348e-15
723 42 395 -6.13534e+00 8.22265e-01 3.195369674e-13
724 42 599 -9.03481e+00 1.00864e+00 2.617033997e-17
725 42 654 -5.43278e+00 7.56730e-01 2.144851254e-11
726 42 665 -6.06400e+00 7.10000e-01 4.485159018e-13
727 42 714 -8.60762e+00 2.40935e-01 1.060552314e-16
728 42 780 -4.58811e+00 4.52152e-01 1.080438789e-09
729 42 800 -3.18012e+00 1.59318e-01 1.634039656e-06
730 42 824 -8.19287e+00 2.58524e-01 2.914179434e-18
731 42 947 -6.84091e+00 4.89189e-01 3.322621619e-14
732 42 968 -5.67512e+00 2.18888e-01 7.069571571e-13
733 43 89 -4.56699e+00 7.06443e-01 4.508326740e-12
734 43 118 -6.49803e+00 1.33088e+00 7.795726472e-13
735 43 187 -4.07393e+00 3.21887e-01 6.883943641e-12
736 43 200 -3.82936e+00 2.44709e-01 4.111836118e-12
737 43 238 -7.45214e+00 7.66770e-02 1.875467857e-18
738 43 379 -4.80831e+00 3.10165e-01 6.114447743e-14
739 43 450 -6.44671e+00 1.12804e+00 1.036807512e-12
740 43 475 -7.79610e+00 6.41046e-01 1.096548206e-17
741 43 626 -5.93242e+00 9.28725e-01 4.573121356e-12
742 43 787 -6.75316e+00 5.94257e-01 5.109884371e-16
743 43 815 -5.82975e+00 5.97435e-01 0.000000000e+00
744 43 820 -6.96954e+00 5.52462e-01 2.487375178e-16
745 43 874 -4.48780e+00 2.00382e-01 9.162788852e-12
746 43 924 -7.17575e+00 8.49883e-01 5.191305470e-14
747 43 992 -5.02126e+00 7.78033e-01 0.000000000e+00
748 44 58 -5.16686e+00 1.79569e-01 5.304023329e-13
749 44 211 -6.73848e+00 4.64833e-01 6.140381037e-10
750 44 299 -1.00956e+01 6.29897e-01 1.853115103e-18
751 44 339 -6.17739e+00 3.28302e-01 3.185639646e-11
752 44 453 -1.09245e+01 3.79873e-01 1.648005771e-18
753 44 467 -4.40022e+00 2.70183e-01 4.708289111e-09
754 44 477 -6.02898e+00 1.72305e+00 1.534774081e-10
755 44 482 -7.30265e+00 2.90883e-01 6.236775029e-16
756 44 667 -4.64719e+00 6.58138e-01 8.097099319e-09
757 44 696 -3.49998e+00 3.26601e-01 1.208340273e-09
758 44 754 -7.57618e+00 4.11373e-01 6.399099459e-16
759 44 786 -7.78195e+00 1.73163e+00 3.155591493e-10
760 44 827 -9.21351e+00 2.67583e-01 2.811392879e-18
761 44 841 -8.30262e+00 1.85580e-01 3.570199727e-17
762 44 916 -9.75772e+00 6.95402e-01 1.479404222e-17
763 44 921 -9.92564e+00 8.67767e-01 5.149130388e-19
764 44 959 -8.75512e+00 3.73053e-01 5.687779686e-19
765 44 990 -9.32068e+00 2.65667e-01 3.598159326e-20
766 44 995 -5.20043e+00 1.93765e-01 2.390743452e-10
767 45 66 -7.47439e+00 7.69422e-01 2.023648277e-14
768 45 154 -8.30135e+00 1.29141e+00 1.961264433e-17
769 45 160 -6.68553e+00 7.67188e-01 1.233501469e-13
770 45 171 -9.70922e+00 4.99361e-01 8.372444514e-20
771 45 176 -5.63628e+00 4.50309e-01 5.232526571e-13
772 45 222 -4.22094e+00 5.18457e-01 7.381780470e-10
773 45 230 -4.54789e+00 2.50622e-01 1.538207470e-16
774 45 319 -7.80039e+00 7.39354e-01 1.327879816e-16
775 45 432 -4.50885e+00 2.77639e-01 1.966022142e-11
776 45 479 -6.28267e+00 9.28323e-01 1.044405445e-14
777 45 514 -6.26583e+00 3.37285e-01 3.929482515e-15
778 45 539 -5.07942e+00 4.52824e-01 1.085357903e-12
779 45 550 -5.81557e+00 2.60986e-01 1.270103059e-15
780 45 604 -1.00897e+01 1.35091e+00 1.003064444e-18
781 45 689 -6.76519e+00 8.49445e-01 3.476847915e-15
782 45 770 -6.31971e+00 2.88227e-01 1.368786757e-15
783 45 888 -7.50530e+00 3.75110e-01 2.197248422e-17
784 45 901 -4.87531e+00 3.75699e-01 1.089548694e-12
785 45 967 -4.62702e+00 1.29530e-01 2.434232007e-12
786 46 73 -1.00620e+01 7.04149e-01 2.068050829e-18
787 46 142 -3.95023e+00 2.70013e-01 1.709525607e-10
788 46 199 -5.33300e+00 6.11683e-01 6.546237362e-09
789 46 210 -9.01666e+00 9.80975e-02 1.076993960e-18
790 46 212 -4.86049e+00 2.27857e-01 2.773852661e-17
791 46 297 -7.19187e+00 9.19519e-01 1.494466227e-18
792 46 311 -6.05716e+00 3.25861e-01 6.752604754e-15
793 46 391 -7.14131e+00 1.10194e-01 3.433468903e-18
794 46 449 -5.40778e+00 7.87063e-01 6.466843939e-18
795 46 528 -4.39661e+00 4.24172e-01 5.343806319e-10
796 46 530 -5.55613e+00 2.76246e-01 7.564233804e-15
797 46 643 -4.72083e+00 2.93762e-01 3.915076741e-13
798 46 690 -7.45750e+00 9.91730e-01 8.828106242e-17
799 46 760 -6.94304e+00 4.49410e-01 1.403950833e-14
800 46 766 -5.42809e+00 7.42099e-02 9.615047834e-18
801 46 928 -4.97041e+00 1.13164e+00 2.141363394e-09
802 46 976 -1.28801e+01 6.35884e-01 2.077517176e-18
803 47 119 -8.35796e+00 3.57936e-01 2.167755037e-14
804 47 155 -5.56832e+00 1.74243e-01 3.986294052e-08
805 47 244 -5.42394e+00 2.37187e-01 1.538986596e-09
806 47 538 -5.95228e+00 6.29430e-01 1.297033165e-09
807 47 573 -1.13581e+01 5.86734e-01 7.858553179e-18
808 47 580 -5.08478e+00 2.02253e-01 1.038207722e-09
809 47 592 -9.42652e+00 5.89103e-01 1.845001053e-18
810 47 682 -4.26666e+00 1.59031e-01 1.901719408e-09
811 47 818 -5.80811e+00 5.52881e-02 1.571044109e-12
812 47 942 -6.06572e+00 9.38923e-01 8.530046477e-08
813 47 949 -5.26261e+00 5.02345e-01 3.884575291e-12
814 47 970 -4.33592e+00 2.24636e-01 6.265632740e-09
815 48 68 -6.77826e+00 7.56362e-01 1.484993290e-10
816 48 148 -7.52442e+00 6.86329e-01 1.549519532e-14
817 48 274 -4.23218e+00 6.33159e-01 2.607132659e-08
818 48 332 -5.42006e+00 1.89077e-01 1.328962375e-13
819 48 362 -4.89443e+00 8.50555e-01 2.574285361e-12
820 48 441 -7.44245e+00 5.18090e-01 1.178193150e-15
821 48 445 -7.05219e+00 4.36009e-01 6.402617592e-17
822 48 578 -3.41740e+00 2.42122e-01 8.706953163e-08
823 48 587 -5.24827e+00 5.19887e-02 2.807061928e-12
824 48 644 -6.61154e+00 6.75761e-01 5.709021887e-11
825 48 742 -5.40201e+00 2.79000e-01 3.469767196e-10
826 48 809 -5.36852e+00 1.64754e-01 1.512802061e-10
827 48 835 -6.50856e+00 9.87331e-01 1.343274938e-15
828 48 906 -4.64887e+00 3.08480e-01 3.480985448e-08
829 48 961 -3.70702e+00 4.60104e-01 3.591460846e-09
830 48 971 -8.83886e+00 3.12227e-01 1.814512510e-18
831 49 188 -6.07511e+00 2.78730e-01 5.550106169e-10
832 49 312 -6.14234e+00 1.48326e-01 4.449342012e-12
833 49 350 -8.82022e+00 8.48339e-01 3.424868909e-15
834 49 355 -5.26800e+00 1.55897e+00 1.620770930e-09
835 49 383 -6.97753e+00 5.08658e-01 1.272185013e-16
836 49 390 -4.47479e+00 9.32557e-01 8.675696863e-10
837 49 400 -7.02147e+00 4.50468e-01 1.796380901e-12
838 49 411 -7.16087e+00 4.75404e-01 3.601256797e-18
839 49 507 -7.46032e+00 5.81055e-01 1.284131525e-16
840 49 525 -8.75314e+00 7.43969e-01 1.185355697e-14
841 49 607 -3.41346e+00 2.26869e-01 2.777786948e-10
842 49 677 -7.42292e+00 1.62948e-01 3.133524718e-15
843 49 748 -4.08748e+00 4.40958e-01 3.234578259e-10
844 49 758 -5.45918e+00 7.67480e-01 2.370537631e-09
845 49 884 -5.45106e+00 5.98709e-01 1.928617428e-09
846 49 929 -8.58505e+00 1.49121e+00 4.321787598e-16
847 50 89 -6.39624e+00 1.13473e+00 8.352074626e-12
848 50 97 -6.60578e+00 4.17011e-01 8.564624665e-17
849 50 146 -5.95983e+00 4.67628e-01 1.932035963e-12
850 50 154 -7.34292e+00 7.05314e-01 1.078877331e-17
851 50 200 -9.63072e+00 7.80088e-01 3.366681991e-18
852 50 230 -8.32859e+00 5.22444e-01 5.517109250e-19
853 50 315 -7.98001e+00 3.32057e-01 3.418512492e-14
854 50 422 -8.40492e+00 1.62459e-01 6.000410615e-18
855 50 456 -5.94282e+00 8.79413e-01 7.065546338e-12
856 50 457 -9.51124e+00 8.88555e-01 3.741435266e-18
857 50 514 -6.43067e+00 3.07227e-01 9.843357020e-14
858 50 539 -4.66418e+00 5.66347e-01 4.002505817e-13
859 50 543 -7.97240e+00 5.75065e-01 4.946929424e-15
860 50 582 -2.53064e+00 3.14967e-01 1.105098558e-11
861 50 617 -1.12223e+01 4.98805e-01 1.437621205e-18
862 50 622 -7.55835e+00 2.30254e-01 3.752628753e-15
863 50 794 -5.74645e+00 1.81298e-01 3.884040058e-14
864 50 863 -8.29259e+00 9.16089e-01 5.268612094e-16
865 50 924 -6.22110e+00 1.66701e-01 6.978027185e-14
866 50 965 -4.71192e+00 5.35927e-01 4.618834959e-11
867 51 127 -6.11511e+00 2.54842e-01 8.128189568e-15
868 51 149 -1.04255e+01 1.36513e+00 0.000000000e+00
